"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"NVDA 06/09/2023 275.00 C","CALL NVIDIA CORP $275 EXP 06/09/23","06/06/2023","06/06/2023","3","$28.26","$114.53","$8,477.45","$34,357.98","-$25,880.53","-305.286731269427%","","-$25,880.53","Short Term","$34,357.98","No","","06/05/2023","","","","","","",""
"BABA 06/02/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 06/02/23","06/05/2023","06/05/2023","1","$7.34","$0.31","$734.33","$30.66","$703.67","95.824765432435%","","$703.67","Short Term","$30.66","No","","06/02/2023","","","","","","",""
"EDU 06/02/2023 40.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $40 EXP 06/02/23","06/02/2023","06/02/2023","1","$7.10","$2.28","$710.33","$227.66","$482.67","67.950107696423%","","$482.67","Short Term","$227.66","No","","06/01/2023","","","","","","",""
"EDU 06/02/2023 41.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $41 EXP 06/02/23","06/02/2023","06/02/2023","1","$6.15","$1.43","$615.34","$142.66","$472.68","76.816069165014%","","$472.68","Short Term","$142.66","No","","06/01/2023","","","","","","",""
"EDU 06/02/2023 41.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $41 EXP 06/02/23","06/02/2023","06/02/2023","1","$6.15","$1.32","$615.34","$131.66","$483.68","78.603698768161%","","$483.68","Short Term","$131.66","No","","06/01/2023","","","","","","",""
"EDU 06/02/2023 42.00 P","PUT NEW ORIENTAL EDUCATION & 00500 $42 EXP 06/02/23","06/02/2023","05/01/2023","1","$1.54","$0.00","$154.34","$0.00","$154.34","100%","","$154.34","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"GOTU 06/02/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/02/23","06/02/2023","05/15/2023","10","$0.12","$0.00","$123.38","$0.00","$123.38","100%","","$123.38","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"GOTU 06/02/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/02/23","06/02/2023","05/01/2023","1","$0.29","$0.00","$29.34","$0.00","$29.34","100%","","$29.34","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"GOTU 06/02/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/02/23","06/02/2023","05/01/2023","3","$0.39","$0.00","$118.01","$0.00","$118.01","100%","","$118.01","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"GOTU 06/02/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/02/23","06/02/2023","04/27/2023","1","$0.47","$0.00","$47.34","$0.00","$47.34","100%","","$47.34","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"NVDA 06/02/2023 275.00 C","CALL NVIDIA CORP $275 EXP 06/02/23","06/02/2023","06/02/2023","4","$27.30","$124.30","$10,921.26","$49,718.64","-$38,797.38","-355.246372671285%","","-$38,797.38","Short Term","$49,718.64","No","","06/01/2023","","","","","","",""
"NVDA 06/02/2023 370.00 P","PUT NVIDIA CORP $370 EXP 06/02/23","06/02/2023","06/02/2023","2","$5.16","$0.21","$1,031.68","$41.32","$990.36","95.994882133995%","","$990.36","Short Term","$41.32","No","","06/01/2023","","","","","","",""
"NVDA 06/02/2023 385.00 P","PUT NVIDIA CORP $385 EXP 06/02/23","06/02/2023","06/02/2023","1","$12.19","$0.89","$1,219.33","$88.66","$1,130.67","92.728793681776%","","$1,130.67","Short Term","$88.66","No","","06/01/2023","","","","","","",""
"NVDA 06/02/2023 385.00 P","PUT NVIDIA CORP $385 EXP 06/02/23","06/02/2023","06/02/2023","1","$10.92","$0.89","$1,092.33","$88.66","$1,003.67","91.883405198063%","","$1,003.67","Short Term","$88.66","No","","06/01/2023","","","","","","",""
"NVDA 06/02/2023 385.00 P","PUT NVIDIA CORP $385 EXP 06/02/23","06/02/2023","06/02/2023","1","$10.94","$0.89","$1,094.33","$88.66","$1,005.67","91.898239105206%","","$1,005.67","Short Term","$88.66","No","","06/01/2023","","","","","","",""
"NVDA 06/02/2023 387.50 P","PUT NVIDIA CORP $387.5 EXP 06/02/23","06/02/2023","06/02/2023","1","$12.47","$1.27","$1,247.33","$126.66","$1,120.67","89.84551000938%","","$1,120.67","Short Term","$126.66","No","","06/01/2023","","","","","","",""
"SNOW 06/02/2023 165.00 P","PUT SNOWFLAKE INC $165 EXP 06/02/23","06/02/2023","05/22/2023","1","$3.45","$0.00","$345.34","$0.00","$345.34","100%","","$345.34","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"TAL 06/02/2023 5.50 C","CALL TAL ED GROUP $5.5 EXP 06/02/23","06/02/2023","06/02/2023","6","$0.29","$0.76","$176.03","$453.96","-$277.93","-157.88786002386%","","-$277.93","Short Term","$453.96","No","","06/01/2023","","","","","","",""
"TAL 06/02/2023 5.50 P","PUT TAL ED GROUP $5.5 EXP 06/02/23","06/02/2023","05/01/2023","5","$0.25","$0.00","$124.69","$0.00","$124.69","100%","","$124.69","Short Term","$0.00","No","","06/02/2023","","","","","","",""
"TAL 06/02/2023 6.00 C","CALL TAL ED GROUP $6 EXP 06/02/23","06/02/2023","06/02/2023","1","$0.42","$0.28","$42.34","$27.66","$14.68","34.671705243269%","","$14.68","Short Term","$27.66","No","","06/01/2023","","","","","","",""
"TAL 06/02/2023 6.00 C","CALL TAL ED GROUP $6 EXP 06/02/23","06/02/2023","06/02/2023","9","$0.42","$0.27","$381.04","$239.94","$141.10","37.030233046399%","","$141.10","Short Term","$239.94","No","","06/01/2023","","","","","","",""
"LLY 06/09/2023 390.00 P","PUT LILLY ELI & CO $390 EXP 06/09/23","06/01/2023","06/01/2023","1","$2.66","$0.42","$266.34","$41.66","$224.68","84.358338965232%","","$224.68","Short Term","$41.66","No","","05/31/2023","","","","","","",""
"BABA 05/26/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/26/23","05/26/2023","05/26/2023","1","$6.74","$0.07","$674.33","$6.66","$667.67","99.012353002239%","","$667.67","Short Term","$6.66","No","","05/25/2023","","","","","","",""
"BABA 05/26/2023 85.00 P","PUT ALIBABA GROUP HLDG LTD $85 EXP 05/26/23","05/26/2023","05/26/2023","1","$2.80","$6.33","$280.34","$632.66","-$352.32","-125.675964899765%","","-$352.32","Short Term","$632.66","No","","05/25/2023","","","","","","",""
"GOTU 05/26/2023 3.00 C","CALL GAOTU TECHEDU INC $3 EXP 05/26/23","05/26/2023","05/08/2023","15","$0.23","$0.00","$350.06","$0.00","$350.06","100%","","$350.06","Short Term","$0.00","No","","05/26/2023","","","","","","",""
"NVDA 05/26/2023 270.00 C","CALL NVIDIA CORP $270 EXP 05/26/23","05/26/2023","05/26/2023","1","$29.84","$116.65","$2,984.32","$11,664.66","-$8,680.34","-290.864920651941%","","-$8,680.34","Short Term","$11,664.66","No","","05/25/2023","","","","","","",""
"NVDA 05/26/2023 290.00 P","PUT NVIDIA CORP $290 EXP 05/26/23","05/26/2023","05/26/2023","2","$2.36","$0.01","$472.68","$2.02","$470.66","99.57264957265%","","$470.66","Short Term","$2.02","No","","05/25/2023","","","","","","",""
"NVDA 05/26/2023 300.00 P","PUT NVIDIA CORP $300 EXP 05/26/23","05/26/2023","05/26/2023","1","$5.79","$0.02","$579.33","$2.01","$577.32","99.653047485889%","","$577.32","Short Term","$2.01","No","","05/25/2023","","","","","","",""
"NVDA 06/02/2023 292.50 P","PUT NVIDIA CORP $292.5 EXP 06/02/23","05/26/2023","05/26/2023","1","$5.57","$0.09","$557.34","$8.66","$548.68","98.446190835038%","","$548.68","Short Term","$8.66","No","","05/25/2023","","","","","","",""
"NVDA 06/09/2023 300.00 P","PUT NVIDIA CORP $300 EXP 06/09/23","05/26/2023","05/26/2023","1","$9.06","$0.34","$906.33","$33.66","$872.67","96.286120949323%","","$872.67","Short Term","$33.66","No","","05/25/2023","","","","","","",""
"NVDA 05/26/2023 270.00 P","PUT NVIDIA CORP $270 EXP 05/26/23","05/23/2023","05/23/2023","2","$2.45","$0.47","$490.68","$94.32","$396.36","80.777696258254%","","$396.36","Short Term","$94.32","No","","05/22/2023","","","","","","",""
"SNOW 05/26/2023 145.00 P","PUT SNOWFLAKE INC $145 EXP 05/26/23","05/23/2023","05/23/2023","1","$3.85","$0.29","$385.34","$28.66","$356.68","92.56241241501%","","$356.68","Short Term","$28.66","No","","05/22/2023","","","","","","",""
"NVDA 05/26/2023 265.00 P","PUT NVIDIA CORP $265 EXP 05/26/23","05/22/2023","05/22/2023","1","$9.69","$0.65","$969.33","$64.66","$904.67","93.32941309977%","","$904.67","Short Term","$64.66","No","","05/19/2023","","","","","","",""
"NVDA 05/26/2023 265.00 P","PUT NVIDIA CORP $265 EXP 05/26/23","05/22/2023","05/22/2023","1","$0.68","$0.65","$68.34","$64.66","$3.68","5.384840503366%","","$3.68","Short Term","$64.66","No","","05/19/2023","","","","","","",""
"NVDA 05/26/2023 300.00 P","PUT NVIDIA CORP $300 EXP 05/26/23","05/22/2023","05/22/2023","1","$5.79","$6.16","$579.34","$615.66","-$36.32","-6.269202886043%","","-$36.32","Short Term","$615.66","No","","05/19/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","05/19/2023","05/19/2023","36","$5.89","$4.92","$212.15","$176.94","$35.21","19.899400926868%","","$35.21","Short Term","$176.94","No","","05/19/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","05/19/2023","05/19/2023","36","$5.89","$4.82","$212.15","$173.52","$38.63","22.262563393269%","","$38.63","Short Term","$173.52","No","","05/19/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","05/19/2023","04/21/2023","30","$5.89","$5.93","$176.79","$177.90","$0.00","0%","","$0.00","Short Term","$177.90","Yes","$1.11","05/19/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","05/19/2023","04/05/2023","98","$5.89","$7.70","$577.55","$754.60","$0.00","0%","","$0.00","Short Term","$754.60","Yes","$177.05","05/19/2023","","","","","","",""
"DAO 05/19/2023 5.00 P","PUT YOUDAO INC $5 EXP 05/19/23","05/19/2023","04/21/2023","1","$0.23","$0.00","$23.34","$0.00","$23.34","100%","","$23.34","Short Term","$0.00","No","","05/19/2023","","","","","","",""
"GOTU 05/19/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 05/19/23","05/19/2023","04/27/2023","20","$0.19","$0.00","$386.75","$0.00","$386.75","100%","","$386.75","Short Term","$0.00","No","","05/19/2023","","","","","","",""
"BABA 05/19/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.74","$6.16","$174.34","$615.66","-$441.32","-253.137547321326%","","-$441.32","Short Term","$615.66","No","","05/17/2023","","","","","","",""
"BABA 05/19/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.74","$6.45","$174.34","$644.66","-$470.32","-269.771710450843%","","-$470.32","Short Term","$644.66","No","","05/17/2023","","","","","","",""
"BABA 05/19/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.74","$6.41","$174.33","$640.66","-$466.33","-267.49842253198%","","-$466.33","Short Term","$640.66","No","","05/17/2023","","","","","","",""
"BABA 05/19/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.74","$6.41","$174.34","$640.66","-$466.32","-267.477343122634%","","-$466.32","Short Term","$640.66","No","","05/17/2023","","","","","","",""
"BABA 05/19/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.74","$6.31","$174.33","$630.66","-$456.33","-261.762175184994%","","-$456.33","Short Term","$630.66","No","","05/17/2023","","","","","","",""
"EDU 05/19/2023 42.00 P","PUT NEW ORIENTAL EDUCATION & 00500 $42 EXP 05/19/23","05/18/2023","05/18/2023","1","$1.34","$3.35","$134.34","$334.66","-$200.32","-149.114187881495%","","-$200.32","Short Term","$334.66","No","","05/17/2023","","","","","","",""
"NVDA 05/19/2023 270.00 C","CALL NVIDIA CORP $270 EXP 05/19/23","05/18/2023","05/18/2023","1","$10.83","$27.21","$1,083.33","$2,720.66","-$1,637.33","-151.138618888058%","","-$1,637.33","Short Term","$2,720.66","No","","05/17/2023","","","","","","",""
"NVDA 05/19/2023 270.00 P","PUT NVIDIA CORP $270 EXP 05/19/23","05/18/2023","05/18/2023","2","$3.67","$0.04","$734.68","$8.02","$726.66","98.908368269178%","","$726.66","Short Term","$8.02","No","","05/17/2023","","","","","","",""
"NVDA 05/26/2023 275.00 C","CALL NVIDIA CORP $275 EXP 05/26/23","05/18/2023","05/18/2023","3","$13.29","$26.21","$3,987.98","$7,861.98","-$3,874.00","-97.141911443889%","","-$3,874.00","Short Term","$7,861.98","No","","05/17/2023","","","","","","",""
"NVDA 05/26/2023 275.00 C","CALL NVIDIA CORP $275 EXP 05/26/23","05/18/2023","05/18/2023","3","$13.29","$26.13","$3,987.98","$7,838.98","-$3,851.00","-96.565178360975%","","-$3,851.00","Short Term","$7,838.98","No","","05/17/2023","","","","","","",""
"NVDA 05/26/2023 275.00 C","CALL NVIDIA CORP $275 EXP 05/26/23","05/18/2023","05/18/2023","4","$13.29","$26.26","$5,317.30","$10,502.64","-$5,185.34","-97.518289357381%","","-$5,185.34","Short Term","$10,502.64","No","","05/17/2023","","","","","","",""
"NVDA 05/26/2023 275.00 C","CALL NVIDIA CORP $275 EXP 05/26/23","05/18/2023","05/18/2023","1","$13.29","$26.26","$1,329.33","$2,625.66","-$1,296.33","-97.517546433166%","","-$1,296.33","Short Term","$2,625.66","No","","05/17/2023","","","","","","",""
"NVDA 05/26/2023 275.00 C","CALL NVIDIA CORP $275 EXP 05/26/23","05/18/2023","05/18/2023","3","$13.30","$26.26","$3,990.99","$7,876.98","-$3,885.99","-97.369073838822%","","-$3,885.99","Short Term","$7,876.98","No","","05/17/2023","","","","","","",""
"SNOW 05/26/2023 155.00 C","CALL SNOWFLAKE INC $155 EXP 05/26/23","05/18/2023","05/18/2023","1","$12.44","$21.16","$1,244.33","$2,115.66","-$871.33","-70.024028995524%","","-$871.33","Short Term","$2,115.66","No","","05/17/2023","","","","","","",""
"VGT 05/19/2023 385.00 C","CALL VNGRD INFO TECH $385 EXP 05/19/23","05/18/2023","05/18/2023","1","$4.69","$7.12","$469.34","$711.66","-$242.32","-51.629948438232%","","-$242.32","Short Term","$711.66","No","","05/17/2023","","","","","","",""
"GOTU 05/12/2023 3.00 C","CALL GAOTU TECHEDU INC $3 EXP 05/12/23","05/12/2023","05/08/2023","16","$0.10","$0.00","$165.40","$0.00","$165.40","100%","","$165.40","Short Term","$0.00","No","","05/12/2023","","","","","","",""
"GFAI","GUARDFORCE AI CO LTD","05/09/2023","05/08/2023","900","$7.50","$6.70","$6,749.82","$6,030.00","$719.82","11.937313432836%","","$719.82","Short Term","$6,030.00","No","","05/09/2023","","","","","","",""
"GFAI","GUARDFORCE AI CO LTD","05/09/2023","05/05/2023","1,000","$7.50","$7.23","$7,499.79","$7,230.00","$269.79","3.73153526971%","","$269.79","Short Term","$7,230.00","No","","05/09/2023","","","","","","",""
"GFAI","GUARDFORCE AI CO LTD","05/09/2023","05/05/2023","100","$7.50","$6.70","$749.98","$670.00","$79.98","11.937313432836%","","$79.98","Short Term","$670.00","No","","05/09/2023","","","","","","",""
"GOTU 05/26/2023 4.00 C","CALL GAOTU TECHEDU INC $4 EXP 05/26/23","05/09/2023","05/09/2023","1","$0.24","$0.04","$24.34","$4.01","$20.33","83.525061626952%","","$20.33","Short Term","$4.01","No","","05/08/2023","","","","","","",""
"SNOW 05/19/2023 135.00 P","PUT SNOWFLAKE INC $135 EXP 05/19/23","05/09/2023","05/09/2023","1","$5.65","$0.29","$565.34","$28.66","$536.68","94.930484310327%","","$536.68","Short Term","$28.66","No","","05/08/2023","","","","","","",""
"SNOW 05/19/2023 155.00 C","CALL SNOWFLAKE INC $155 EXP 05/19/23","05/09/2023","05/09/2023","1","$3.50","$8.36","$350.34","$835.66","-$485.32","-138.528286807102%","","-$485.32","Short Term","$835.66","No","","05/08/2023","","","","","","",""
"GOTU 05/05/2023 3.50 P","PUT GAOTU TECHEDU INC $3.5 EXP 05/05/23","05/08/2023","05/08/2023","3","$0.25","$0.45","$76.01","$133.98","-$57.97","-76.266280752533%","","-$57.97","Short Term","$133.98","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 3.50 P","PUT GAOTU TECHEDU INC $3.5 EXP 05/05/23","05/08/2023","05/08/2023","1","$0.25","$0.45","$25.34","$44.66","-$19.32","-76.243093922652%","","-$19.32","Short Term","$44.66","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 3.50 P","PUT GAOTU TECHEDU INC $3.5 EXP 05/05/23","05/08/2023","05/08/2023","3","$0.25","$0.45","$76.01","$133.98","-$57.97","-76.266280752533%","","-$57.97","Short Term","$133.98","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 4.50 C","CALL GAOTU TECHEDU INC $4.5 EXP 05/05/23","05/05/2023","04/11/2023","31","$0.14","$0.00","$444.47","$0.00","$444.47","100%","","$444.47","Short Term","$0.00","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 4.50 C","CALL GAOTU TECHEDU INC $4.5 EXP 05/05/23","05/05/2023","04/10/2023","5","$0.11","$0.00","$56.69","$0.00","$56.69","100%","","$56.69","Short Term","$0.00","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 4.50 C","CALL GAOTU TECHEDU INC $4.5 EXP 05/05/23","05/05/2023","04/10/2023","5","$0.11","$0.00","$56.69","$0.00","$56.69","100%","","$56.69","Short Term","$0.00","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 5.00 C","CALL GAOTU TECHEDU INC $5 EXP 05/05/23","05/05/2023","03/31/2023","2","$0.28","$0.00","$56.68","$0.00","$56.68","100%","","$56.68","Short Term","$0.00","No","","05/05/2023","","","","","","",""
"GOTU 05/05/2023 5.00 C","CALL GAOTU TECHEDU INC $5 EXP 05/05/23","05/05/2023","03/31/2023","3","$0.28","$0.00","$85.01","$0.00","$85.01","100%","","$85.01","Short Term","$0.00","No","","05/05/2023","","","","","","",""
"BABA 05/26/2023 94.00 C","CALL ALIBABA GROUP HLDG LTD $94 EXP 05/26/23","05/04/2023","05/04/2023","5","$2.94","$0.83","$1,471.68","$415.30","$1,056.38","71.780550119591%","","$1,056.38","Short Term","$415.30","No","","05/03/2023","","","","","","",""
"TAL 05/19/2023 7.00 C","CALL TAL ED GROUP $7 EXP 05/19/23","05/04/2023","05/04/2023","6","$0.35","$0.02","$212.02","$12.06","$199.96","94.311857371946%","","$199.96","Short Term","$12.06","No","","05/03/2023","","","","","","",""
"NVDA 05/05/2023 265.00 P","PUT NVIDIA CORP $265 EXP 05/05/23","05/02/2023","05/02/2023","2","$1.99","$0.33","$398.68","$65.32","$333.36","83.615932577506%","","$333.36","Short Term","$65.32","No","","05/01/2023","","","","","","",""
"EDU 04/28/2023 41.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $41 EXP 04/28/23","05/01/2023","05/01/2023","2","$2.77","$4.88","$554.68","$975.32","-$420.64","-75.834715511646%","","-$420.64","Short Term","$975.32","No","","04/28/2023","","","","","","",""
"NVDA 04/28/2023 272.50 C","CALL NVIDIA CORP $272.5 EXP 04/28/23","05/01/2023","05/01/2023","3","$4.71","$1.36","$1,414.00","$406.98","$1,007.02","71.217821782178%","","$1,007.02","Short Term","$406.98","No","","04/28/2023","","","","","","",""
"EDU 04/28/2023 42.00 P","PUT NEW ORIENTAL EDUCATION & 00500 $42 EXP 04/28/23","04/28/2023","04/26/2023","1","$0.09","$0.00","$9.34","$0.00","$9.34","100%","","$9.34","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"GOTU 05/05/2023 4.50 C","CALL GAOTU TECHEDU INC $4.5 EXP 05/05/23","04/28/2023","04/28/2023","20","$0.14","$0.05","$286.75","$100.20","$186.55","65.056669572799%","","$186.55","Short Term","$100.20","No","","04/27/2023","","","","","","",""
"NVDA","NVIDIA CORP","04/28/2023","03/30/2023","100","$272.79","$272.76","$27,278.77","$27,276.00","$2.77","0.010155448013%","","$2.77","Short Term","$27,276.00","No","","04/28/2023","","","","","","",""
"NVDA","NVIDIA CORP","04/28/2023","03/23/2023","200","$272.79","$271.94","$54,557.54","$54,387.00","$170.54","0.313567580488%","","$170.54","Short Term","$54,387.00","No","","04/28/2023","","","","","","",""
"TAL 04/28/2023 7.00 C","CALL TAL ED GROUP $7 EXP 04/28/23","04/28/2023","04/05/2023","1","$0.34","$0.00","$34.34","$0.00","$34.34","100%","","$34.34","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"TAL 04/28/2023 7.00 C","CALL TAL ED GROUP $7 EXP 04/28/23","04/28/2023","04/05/2023","1","$0.35","$0.00","$35.34","$0.00","$35.34","100%","","$35.34","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"TAL 04/28/2023 7.00 C","CALL TAL ED GROUP $7 EXP 04/28/23","04/28/2023","04/05/2023","1","$0.34","$0.00","$34.34","$0.00","$34.34","100%","","$34.34","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"TAL 04/28/2023 7.00 C","CALL TAL ED GROUP $7 EXP 04/28/23","04/28/2023","03/31/2023","3","$0.35","$0.00","$106.01","$0.00","$106.01","100%","","$106.01","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"TAL 04/28/2023 7.00 C","CALL TAL ED GROUP $7 EXP 04/28/23","04/28/2023","03/31/2023","3","$0.35","$0.00","$106.01","$0.00","$106.01","100%","","$106.01","Short Term","$0.00","No","","04/28/2023","","","","","","",""
"EDU 04/28/2023 40.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $40 EXP 04/28/23","04/27/2023","04/27/2023","1","$1.39","$5.97","$139.34","$596.66","-$457.32","-328.204392134348%","","-$457.32","Short Term","$596.66","No","","04/26/2023","","","","","","",""
"NVDA","NVIDIA CORP","04/26/2023","03/27/2023","10","$268.90","$268.00","$2,688.98","$2,680.00","$8.98","0.335074626866%","","$8.98","Short Term","$2,680.00","No","","04/26/2023","","","","","","",""
